0.829,-1.666
0.751,-1.534
0.673,-1.401
0.595,-1.269
0.516,-1.137
1.18,-1.63
1.102,-1.497
1.024,-1.365
0.946,-1.232
0.868,-1.099
1.438,-1.479
1.36,-1.346
1.282,-1.213
1.204,-1.08
1.125,-0.947
1.046,-0.814
1.641,-1.19
1.563,-1.056
1.484,-0.923
-0.233,-2.277
-0.31,-2.144
-0.388,-2.012
-0.466,-1.88
-0.545,-1.748
-0.623,-1.616
-0.702,-1.484
0.119,-2.241
0.041,-2.108
-0.037,-1.975
-0.115,-1.843
-0.193,-1.71
-0.272,-1.578
-0.351,-1.445
-0.43,-1.313
0.378,-2.09
0.3,-1.957
0.221,-1.824
0.143,-1.691
0.064,-1.558
-0.015,-1.425
-0.094,-1.292
-0.173,-1.159
0.581,-1.801
0.502,-1.667
0.423,-1.533
0.345,-1.4
0.266,-1.267
0.186,-1.134
-3.457,-4.11
-3.534,-3.977
-3.612,-3.845
-3.69,-3.713
-3.768,-3.581
-3.846,-3.449
-3.925,-3.317
-3.104,-4.075
-3.182,-3.942
-3.26,-3.809
-3.338,-3.676
-3.416,-3.543
-3.494,-3.411
-3.573,-3.278
-3.652,-3.146
-3.731,-3.014
-2.845,-3.925
-2.923,-3.791
-3.001,-3.658
-3.079,-3.525
-3.158,-3.391
-3.237,-3.258
-3.315,-3.125
-3.395,-2.993
-3.474,-2.86
-2.641,-3.636
-2.719,-3.502
-2.798,-3.368
-2.877,-3.234
-2.956,-3.101
-3.035,-2.967
-3.115,-2.834
-4.529,-4.719
-4.606,-4.586
-4.684,-4.454
-4.762,-4.322
-4.84,-4.19
-4.918,-4.058
-4.997,-3.926
-4.176,-4.685
-4.254,-4.551
-4.332,-4.418
-4.409,-4.285
-4.488,-4.153
-4.566,-4.02
-4.645,-3.888
-4.723,-3.755
-4.802,-3.623
-3.917,-4.535
-3.994,-4.401
-4.072,-4.268
-4.151,-4.134
-4.229,-4.001
-4.308,-3.868
-4.387,-3.735
-4.466,-3.602
-4.545,-3.469
-3.712,-4.246
-3.79,-4.112
-3.869,-3.978
-3.948,-3.844
-4.027,-3.711
-4.106,-3.577
-4.185,-3.444
1.971,-2.41
1.894,-2.276
1.818,-2.143
1.741,-2.01
1.664,-1.877
1.587,-1.744
1.51,-1.612
2.323,-2.378
2.246,-2.244
2.17,-2.11
2.093,-1.977
2.016,-1.843
1.939,-1.71
1.861,-1.577
1.784,-1.444
1.706,-1.311
2.583,-2.229
2.506,-2.095
2.429,-1.961
2.352,-1.827
2.275,-1.694
2.198,-1.56
2.12,-1.426
2.042,-1.293
1.964,-1.16
2.789,-1.942
2.712,-1.808
2.634,-1.673
2.557,-1.539
2.479,-1.405
0.908,-3.024
0.832,-2.891
0.755,-2.757
0.679,-2.624
0.602,-2.491
0.525,-2.358
0.447,-2.226
1.26,-2.992
1.184,-2.858
1.107,-2.725
1.031,-2.591
0.954,-2.458
0.877,-2.324
0.799,-2.191
0.722,-2.058
0.644,-1.925
1.521,-2.844
1.444,-2.71
1.367,-2.576
1.29,-2.442
1.213,-2.308
1.136,-2.174
1.058,-2.041
0.98,-1.907
0.903,-1.774
1.727,-2.557
1.65,-2.422
1.573,-2.288
1.495,-2.154
1.418,-2.02
1.34,-1.885
1.262,-1.752
-0.169,-3.632
-0.246,-3.499
-0.322,-3.365
-0.398,-3.232
-0.475,-3.099
-0.552,-2.966
-0.629,-2.834
0.183,-3.601
0.107,-3.467
0.03,-3.333
-0.046,-3.199
-0.123,-3.066
-0.2,-2.932
-0.277,-2.799
-0.355,-2.666
-0.432,-2.533
0.444,-3.453
0.367,-3.319
0.291,-3.185
0.214,-3.05
0.137,-2.917
0.059,-2.783
-0.018,-2.649
-0.096,-2.516
-0.174,-2.382
0.65,-3.166
0.574,-3.031
0.496,-2.897
0.419,-2.762
0.341,-2.628
0.264,-2.494
0.186,-2.36
-1.245,-4.244
-1.321,-4.111
-1.397,-3.978
-1.473,-3.845
-1.55,-3.711
-1.627,-3.579
-1.704,-3.446
-0.892,-4.213
-0.968,-4.08
-1.044,-3.946
-1.121,-3.812
-1.198,-3.678
-1.275,-3.545
-1.352,-3.412
-1.429,-3.278
-1.507,-3.145
-0.631,-4.066
-0.707,-3.932
-0.784,-3.797
-0.861,-3.663
-0.938,-3.529
-1.015,-3.395
-1.092,-3.262
-1.17,-3.128
-1.248,-2.995
-0.424,-3.779
-0.501,-3.644
-0.578,-3.51
-0.655,-3.375
-0.732,-3.241
-0.81,-3.107
-0.888,-2.973
-2.316,-4.856
-2.392,-4.723
-2.468,-4.589
-2.544,-4.456
-2.621,-4.323
-2.697,-4.19
-2.774,-4.057
-1.963,-4.826
-2.039,-4.692
-2.115,-4.558
-2.191,-4.424
-2.268,-4.29
-2.345,-4.157
-2.422,-4.023
-2.499,-3.89
-2.576,-3.757
-1.701,-4.679
-1.777,-4.544
-1.854,-4.41
-1.931,-4.276
-2.008,-4.142
-2.085,-4.008
-2.162,-3.874
-2.239,-3.74
-2.317,-3.606
-1.493,-4.392
-1.57,-4.257
-1.647,-4.123
-1.724,-3.988
-1.802,-3.854
-1.879,-3.719
-1.957,-3.585
-3.389,-5.467
-3.464,-5.333
-3.54,-5.2
-3.616,-5.066
-3.693,-4.933
-3.769,-4.8
-3.846,-4.667
-3.035,-5.437
-3.111,-5.303
-3.187,-5.169
-3.263,-5.035
-3.34,-4.901
-3.416,-4.767
-3.493,-4.634
-3.57,-4.5
-3.648,-4.367
-2.773,-5.29
-2.849,-5.156
-2.926,-5.021
-3.002,-4.887
-3.079,-4.753
-3.156,-4.618
-3.233,-4.484
-3.311,-4.351
-3.388,-4.217
-2.565,-5.004
-2.641,-4.869
-2.718,-4.734
-2.795,-4.599
-2.873,-4.465
-2.95,-4.33
-3.028,-4.196
-4.464,-6.075
-4.539,-5.942
-4.615,-5.808
-4.691,-5.675
-4.767,-5.541
-4.843,-5.408
-4.92,-5.275
-4.11,-6.046
-4.185,-5.912
-4.261,-5.778
-4.337,-5.644
-4.414,-5.51
-4.49,-5.376
-4.567,-5.242
-4.644,-5.109
-4.721,-4.975
-3.847,-5.9
-3.923,-5.765
-3.999,-5.631
-4.076,-5.496
-4.152,-5.362
-4.229,-5.228
-4.306,-5.093
-4.384,-4.959
-4.461,-4.826
-3.638,-5.614
-3.715,-5.479
-3.791,-5.344
-3.868,-5.209
-3.945,-5.074
-4.023,-4.94
-4.1,-4.805
3.098,-3.155
3.023,-3.021
2.948,-2.887
2.873,-2.753
2.797,-2.619
2.721,-2.486
2.646,-2.352
3.451,-3.127
3.376,-2.992
3.301,-2.858
3.225,-2.723
3.15,-2.589
3.074,-2.455
2.998,-2.321
2.922,-2.187
2.845,-2.053
3.713,-2.981
3.637,-2.846
3.562,-2.711
3.486,-2.577
3.41,-2.442
3.334,-2.308
3.258,-2.173
3.182,-2.039
3.105,-1.905
3.922,-2.696
3.846,-2.561
3.77,-2.425
3.694,-2.291
3.618,-2.156
3.541,-2.021
3.465,-1.886
2.03,-3.768
1.955,-3.634
1.88,-3.5
1.804,-3.366
1.729,-3.233
1.653,-3.099
1.577,-2.965
2.382,-3.74
2.307,-3.606
2.232,-3.471
2.157,-3.337
2.081,-3.203
2.006,-3.068
1.93,-2.934
1.854,-2.8
1.777,-2.666
2.644,-3.595
2.569,-3.46
2.494,-3.325
2.418,-3.191
2.342,-3.056
2.266,-2.921
2.19,-2.787
2.114,-2.653
2.038,-2.518
2.854,-3.31
2.778,-3.175
2.702,-3.04
2.626,-2.904
2.55,-2.77
2.474,-2.635
2.397,-2.5
0.953,-4.376
0.878,-4.242
0.803,-4.108
0.728,-3.974
0.653,-3.84
0.577,-3.706
0.502,-3.572
1.306,-4.348
1.231,-4.214
1.156,-4.079
1.081,-3.945
1.006,-3.81
0.93,-3.676
0.854,-3.542
0.778,-3.408
0.702,-3.274
1.569,-4.203
1.494,-4.068
1.418,-3.933
1.343,-3.798
1.267,-3.664
1.191,-3.529
1.115,-3.395
1.039,-3.26
0.963,-3.126
1.779,-3.918
1.703,-3.783
1.627,-3.648
1.551,-3.513
1.475,-3.378
1.399,-3.243
1.323,-3.108
-0.113,-4.995
-0.188,-4.861
-0.263,-4.726
-0.338,-4.592
-0.413,-4.458
-0.488,-4.325
-0.564,-4.191
0.24,-4.968
0.165,-4.833
0.091,-4.698
0.016,-4.564
-0.06,-4.429
-0.135,-4.295
-0.211,-4.161
-0.287,-4.027
-0.363,-3.893
0.503,-4.824
0.428,-4.688
0.353,-4.553
0.278,-4.418
0.202,-4.283
0.126,-4.149
0.05,-4.014
-0.026,-3.879
-0.102,-3.745
0.714,-4.539
0.638,-4.403
0.563,-4.268
0.487,-4.133
0.411,-3.997
0.335,-3.862
0.258,-3.727
-1.189,-5.606
-1.263,-5.472
-1.338,-5.337
-1.413,-5.203
-1.487,-5.069
-1.563,-4.935
-1.638,-4.801
-0.835,-5.58
-0.909,-5.445
-0.984,-5.31
-1.059,-5.175
-1.134,-5.041
-1.209,-4.906
-1.285,-4.772
-1.36,-4.637
-1.436,-4.503
-0.571,-5.436
-0.646,-5.3
-0.721,-5.165
-0.796,-5.03
-0.872,-4.895
-0.947,-4.76
-1.023,-4.625
-1.099,-4.491
-1.175,-4.356
-0.36,-5.152
-0.435,-5.016
-0.511,-4.88
-0.586,-4.745
-0.662,-4.609
-0.738,-4.474
-0.815,-4.339
-2.262,-6.218
-2.336,-6.084
-2.411,-5.949
-2.485,-5.815
-2.56,-5.681
-2.635,-5.547
-2.71,-5.413
-1.908,-6.193
-1.982,-6.058
-2.056,-5.923
-2.131,-5.788
-2.206,-5.653
-2.281,-5.519
-2.356,-5.384
-2.432,-5.25
-2.508,-5.116
-1.644,-6.05
-1.718,-5.914
-1.793,-5.779
-1.868,-5.643
-1.943,-5.508
-2.019,-5.373
-2.094,-5.238
-2.17,-5.103
-2.246,-4.969
-1.431,-5.766
-1.507,-5.63
-1.582,-5.494
-1.657,-5.359
-1.733,-5.223
-1.809,-5.088
-1.885,-4.952
-3.338,-6.828
-3.412,-6.694
-3.486,-6.559
-3.56,-6.425
-3.635,-6.291
-3.71,-6.156
-3.785,-6.022
-2.983,-6.804
-3.057,-6.669
-3.131,-6.533
-3.206,-6.398
-3.281,-6.264
-3.355,-6.129
-3.431,-5.994
-3.506,-5.86
-3.581,-5.725
-2.718,-6.661
-2.793,-6.525
-2.867,-6.39
-2.942,-6.254
-3.017,-6.119
-3.092,-5.984
-3.168,-5.849
-3.243,-5.714
-3.319,-5.579
-2.505,-6.378
-2.58,-6.242
-2.655,-6.106
-2.731,-5.97
-2.806,-5.834
-2.882,-5.699
-2.958,-5.563
4.213,-3.907
4.14,-3.773
4.066,-3.638
3.991,-3.503
3.917,-3.369
3.843,-3.234
3.768,-3.1
4.567,-3.882
4.493,-3.747
4.419,-3.612
4.344,-3.477
4.27,-3.342
4.195,-3.207
4.121,-3.072
4.046,-2.938
3.971,-2.803
4.83,-3.739
4.756,-3.604
4.681,-3.468
4.607,-3.333
4.532,-3.198
4.458,-3.062
4.383,-2.927
4.308,-2.792
4.232,-2.657
5.042,-3.456
4.967,-3.32
4.893,-3.184
4.818,-3.049
4.743,-2.913
4.668,-2.778
4.592,-2.642
3.139,-4.513
3.066,-4.378
2.992,-4.244
2.918,-4.109
2.844,-3.974
2.769,-3.84
2.695,-3.706
3.493,-4.489
3.419,-4.353
3.345,-4.218
3.271,-4.083
3.197,-3.948
3.122,-3.813
3.048,-3.678
2.973,-3.544
2.898,-3.409
3.756,-4.346
3.682,-4.21
3.608,-4.075
3.534,-3.939
3.459,-3.804
3.385,-3.669
3.31,-3.533
3.235,-3.398
3.16,-3.263
3.969,-4.063
3.894,-3.927
3.82,-3.791
3.745,-3.655
3.67,-3.52
3.595,-3.384
3.52,-3.249
2.067,-5.124
1.993,-4.989
1.92,-4.854
1.846,-4.719
1.772,-4.585
1.698,-4.45
1.623,-4.316
2.421,-5.1
2.347,-4.965
2.273,-4.829
2.199,-4.694
2.125,-4.559
2.051,-4.424
1.977,-4.289
1.902,-4.154
1.827,-4.019
2.685,-4.958
2.611,-4.822
2.537,-4.686
2.463,-4.551
2.388,-4.415
2.314,-4.28
2.239,-4.144
2.164,-4.009
2.089,-3.874
2.898,-4.675
2.824,-4.539
2.749,-4.403
2.675,-4.267
2.6,-4.131
2.525,-3.996
2.45,-3.86
0.995,-5.739
0.922,-5.604
0.849,-5.469
0.775,-5.334
0.701,-5.199
0.627,-5.064
0.553,-4.93
1.35,-5.716
1.276,-5.58
1.203,-5.445
1.129,-5.309
1.055,-5.174
0.981,-5.039
0.907,-4.904
0.832,-4.769
0.758,-4.634
1.614,-5.574
1.541,-5.438
1.467,-5.302
1.393,-5.166
1.319,-5.031
1.245,-4.895
1.17,-4.76
1.095,-4.624
1.02,-4.489
1.828,-5.292
1.754,-5.155
1.68,-5.019
1.606,-4.883
1.531,-4.747
1.456,-4.611
1.381,-4.475
5.323,-4.662
5.25,-4.527
5.178,-4.392
5.105,-4.256
5.031,-4.121
4.958,-3.986
4.885,-3.851
5.677,-4.641
5.604,-4.505
5.531,-4.369
5.458,-4.233
5.385,-4.098
5.311,-3.962
5.238,-3.827
5.164,-3.691
5.09,-3.556
5.942,-4.5
5.869,-4.364
5.795,-4.228
5.722,-4.092
5.649,-3.956
5.575,-3.82
5.501,-3.684
5.428,-3.548
5.354,-3.413
6.156,-4.218
6.083,-4.082
6.009,-3.946
5.936,-3.809
5.862,-3.673
5.788,-3.537
5.714,-3.401
4.249,-5.271
4.177,-5.136
4.104,-5.0
4.031,-4.865
3.958,-4.73
3.885,-4.595
3.812,-4.459
4.603,-5.25
4.531,-5.114
4.458,-4.978
4.385,-4.842
4.312,-4.707
4.239,-4.571
4.166,-4.436
4.092,-4.3
4.018,-4.165
4.869,-5.11
4.796,-4.974
4.723,-4.837
4.65,-4.701
4.576,-4.565
4.503,-4.429
4.429,-4.293
4.356,-4.157
4.282,-4.022
5.084,-4.829
5.011,-4.692
4.937,-4.556
4.864,-4.419
4.79,-4.283
4.716,-4.147
4.642,-4.011
3.171,-5.875
3.099,-5.739
3.027,-5.604
2.954,-5.468
2.881,-5.333
2.808,-5.197
2.735,-5.062
3.526,-5.855
3.453,-5.718
3.381,-5.582
3.308,-5.446
3.235,-5.31
3.162,-5.175
3.089,-5.039
3.016,-4.903
2.942,-4.768
3.792,-5.715
3.719,-5.578
3.646,-5.442
3.573,-5.306
3.5,-5.169
3.427,-5.033
3.354,-4.897
3.28,-4.761
3.206,-4.625
4.008,-5.434
3.935,-5.297
3.861,-5.161
3.788,-5.024
3.715,-4.888
3.641,-4.751
3.567,-4.615
2.096,-6.486
2.024,-6.35
1.952,-6.214
1.879,-6.078
1.807,-5.943
1.734,-5.807
1.661,-5.672
2.451,-6.466
2.379,-6.33
2.306,-6.193
2.234,-6.057
2.161,-5.921
2.089,-5.785
2.016,-5.65
1.942,-5.514
1.869,-5.378
2.717,-6.327
2.645,-6.19
2.572,-6.054
2.5,-5.917
2.427,-5.781
2.354,-5.644
2.281,-5.508
2.207,-5.372
2.134,-5.236
2.934,-6.047
2.861,-5.91
2.788,-5.773
2.715,-5.636
2.642,-5.499
2.569,-5.363
2.495,-5.226
1.022,-7.103
0.951,-6.967
0.879,-6.831
0.807,-6.695
0.735,-6.559
0.662,-6.424
0.59,-6.288
1.378,-7.084
1.306,-6.948
1.234,-6.811
1.162,-6.675
1.09,-6.539
1.017,-6.403
0.944,-6.267
0.871,-6.131
0.798,-5.995
1.645,-6.946
1.573,-6.809
1.501,-6.672
1.428,-6.536
1.356,-6.399
1.283,-6.262
1.21,-6.126
1.137,-5.99
1.063,-5.854
1.863,-6.666
1.79,-6.529
1.718,-6.392
1.645,-6.255
1.572,-6.118
1.499,-5.981
1.425,-5.844
8.608,-4.271
8.536,-4.135
8.464,-3.999
8.391,-3.864
8.319,-3.728
8.247,-3.592
8.174,-3.457
8.961,-4.251
8.889,-4.115
8.817,-3.979
8.745,-3.843
8.672,-3.706
8.6,-3.57
8.527,-3.435
8.454,-3.299
8.381,-3.163
9.227,-4.112
9.155,-3.975
9.082,-3.839
9.01,-3.702
8.937,-3.566
8.864,-3.43
8.792,-3.294
8.719,-3.157
8.645,-3.021
9.443,-3.832
9.37,-3.695
9.298,-3.558
9.225,-3.421
9.152,-3.285
9.079,-3.148
9.006,-3.012
7.522,-4.858
7.451,-4.722
7.379,-4.586
7.307,-4.45
7.235,-4.314
7.162,-4.179
7.09,-4.043
7.876,-4.839
7.805,-4.702
7.733,-4.566
7.661,-4.43
7.588,-4.293
7.516,-4.157
7.443,-4.021
7.371,-3.885
7.298,-3.75
8.142,-4.7
8.07,-4.563
7.998,-4.426
7.926,-4.29
7.853,-4.153
7.781,-4.017
7.708,-3.881
7.635,-3.744
7.562,-3.608
8.359,-4.42
8.287,-4.283
8.214,-4.146
8.141,-4.009
8.068,-3.872
7.996,-3.736
7.922,-3.599
6.435,-5.443
6.364,-5.307
6.292,-5.171
6.22,-5.035
6.148,-4.899
6.076,-4.763
6.004,-4.628
6.79,-5.424
6.718,-5.288
6.646,-5.151
6.574,-5.015
6.502,-4.879
6.43,-4.742
6.358,-4.606
6.285,-4.47
6.212,-4.334
7.056,-5.286
6.984,-5.149
6.912,-5.012
6.84,-4.876
6.768,-4.739
6.695,-4.602
6.623,-4.466
6.55,-4.33
6.477,-4.193
7.273,-5.006
7.201,-4.869
7.129,-4.732
7.056,-4.595
6.983,-4.458
6.911,-4.322
6.838,-4.185
5.346,-6.026
5.275,-5.89
5.203,-5.754
5.132,-5.618
5.06,-5.482
4.988,-5.346
4.916,-5.21
5.701,-6.008
5.629,-5.871
5.558,-5.735
5.486,-5.598
5.414,-5.462
5.342,-5.326
5.27,-5.189
5.198,-5.053
5.125,-4.917
5.968,-5.87
5.896,-5.733
5.824,-5.596
5.752,-5.459
5.68,-5.323
5.608,-5.186
5.535,-5.05
5.463,-4.913
5.39,-4.777
6.186,-5.591
6.114,-5.454
6.042,-5.316
5.969,-5.179
5.897,-5.042
5.824,-4.906
5.751,-4.769
4.27,-6.636
4.199,-6.5
4.128,-6.364
4.056,-6.227
3.985,-6.091
3.913,-5.955
3.841,-5.819
4.625,-6.619
4.554,-6.482
4.482,-6.346
4.411,-6.209
4.339,-6.072
4.268,-5.936
4.196,-5.8
4.123,-5.663
4.051,-5.527
4.893,-6.482
4.821,-6.345
4.75,-6.208
4.678,-6.071
4.606,-5.934
4.534,-5.797
4.462,-5.66
4.389,-5.524
4.317,-5.387
5.111,-6.203
5.04,-6.066
4.968,-5.928
4.895,-5.791
4.823,-5.654
4.751,-5.517
4.678,-5.38
3.187,-7.237
3.116,-7.1
3.045,-6.964
2.974,-6.828
2.903,-6.691
2.832,-6.555
2.76,-6.419
3.543,-7.221
3.472,-7.084
3.401,-6.947
3.33,-6.81
3.258,-6.673
3.187,-6.537
3.115,-6.4
3.043,-6.264
2.971,-6.127
3.811,-7.084
3.74,-6.947
3.669,-6.81
3.597,-6.672
3.525,-6.535
3.454,-6.398
3.382,-6.261
3.309,-6.125
3.237,-5.988
4.031,-6.806
3.959,-6.668
3.888,-6.531
3.816,-6.393
3.744,-6.256
3.671,-6.119
3.599,-5.981
1.883,-1.042
1.805,-0.91
1.727,-0.778
1.649,-0.646
1.571,-0.513
1.492,-0.382
1.413,-0.25
2.235,-1.006
2.157,-0.873
2.079,-0.741
2.0,-0.608
1.922,-0.475
1.843,-0.343
1.764,-0.211
1.685,-0.078
1.606,0.054
2.493,-0.855
2.415,-0.722
2.336,-0.589
2.258,-0.456
2.179,-0.323
2.1,-0.19
2.021,-0.057
1.942,0.075
1.863,0.208
2.696,-0.565
2.617,-0.432
2.538,-0.299
2.459,-0.165
2.38,-0.032
2.301,0.101
2.222,0.234
-1.308,-2.891
-1.385,-2.759
-1.463,-2.627
-1.541,-2.494
-1.62,-2.362
-0.956,-2.856
-1.034,-2.723
-1.112,-2.59
-1.19,-2.457
-1.268,-2.325
-1.347,-2.192
-1.425,-2.06
-1.504,-1.928
-0.697,-2.705
-0.775,-2.572
-0.853,-2.439
-0.932,-2.305
-1.01,-2.172
-1.089,-2.039
-1.168,-1.907
-1.247,-1.774
-1.327,-1.642
-0.494,-2.416
-0.572,-2.282
-0.651,-2.148
-0.73,-2.015
-0.809,-1.882
-0.888,-1.748
-0.968,-1.615
-2.386,-3.5
-2.463,-3.367
-2.541,-3.235
-2.619,-3.103
-2.697,-2.971
-2.776,-2.839
-2.854,-2.707
-2.034,-3.464
-2.111,-3.331
-2.189,-3.199
-2.267,-3.066
-2.345,-2.933
-2.424,-2.801
-2.503,-2.668
-2.582,-2.536
-2.661,-2.404
-1.775,-3.314
-1.852,-3.181
-1.931,-3.047
-2.009,-2.914
-2.088,-2.781
-2.166,-2.648
-2.245,-2.515
-2.325,-2.383
-1.571,-3.025
-1.649,-2.891
-1.728,-2.757
-1.807,-2.624
-5.541,-6.682
-5.616,-6.548
-5.692,-6.414
-5.768,-6.281
-5.843,-6.147
-5.92,-6.014
-5.996,-5.881
-5.187,-6.654
-5.262,-6.519
-5.338,-6.385
-5.414,-6.251
-5.49,-6.116
-5.566,-5.983
-5.643,-5.849
-5.719,-5.715
-5.796,-5.582
-4.923,-6.508
-4.999,-6.373
-5.075,-6.238
-5.151,-6.104
-5.228,-5.969
-5.305,-5.835
-5.381,-5.7
-5.459,-5.566
-5.536,-5.432
-4.713,-6.223
-4.79,-6.087
-4.866,-5.952
-4.943,-5.817
-5.02,-5.682
-5.097,-5.547
-5.175,-5.413
-4.417,-7.436
-4.49,-7.301
-4.564,-7.166
-4.638,-7.032
-4.713,-6.897
-4.787,-6.763
-4.862,-6.629
-4.061,-7.412
-4.135,-7.277
-4.209,-7.141
-4.283,-7.006
-4.358,-6.871
-4.432,-6.736
-4.507,-6.601
-4.582,-6.467
-4.658,-6.332
-3.796,-7.27
-3.87,-7.134
-3.944,-6.998
-4.019,-6.863
-4.094,-6.727
-4.169,-6.592
-4.244,-6.457
-4.319,-6.322
-4.395,-6.187
-3.582,-6.987
-3.657,-6.851
-3.731,-6.715
-3.807,-6.579
-3.882,-6.443
-3.957,-6.307
-4.033,-6.172
8.577,-2.906
8.504,-2.77
8.431,-2.635
8.357,-2.5
8.284,-2.365
8.21,-2.23
8.137,-2.095
8.93,-2.882
8.857,-2.747
8.784,-2.611
8.71,-2.476
8.637,-2.34
8.563,-2.205
8.489,-2.07
8.415,-1.934
8.341,-1.799
9.194,-2.741
9.12,-2.605
9.047,-2.469
8.973,-2.333
8.9,-2.197
8.826,-2.062
8.752,-1.926
8.678,-1.791
8.603,-1.655
9.407,-2.459
9.333,-2.322
9.26,-2.186
9.186,-2.05
9.112,-1.914
9.038,-1.778
8.963,-1.643
7.494,-3.492
7.421,-3.357
7.348,-3.222
7.274,-3.087
7.201,-2.951
7.127,-2.816
7.054,-2.682
7.847,-3.47
7.774,-3.334
7.701,-3.198
7.627,-3.063
7.554,-2.927
7.48,-2.792
7.407,-2.656
7.333,-2.521
7.259,-2.386
8.111,-3.328
8.038,-3.192
7.964,-3.056
7.891,-2.92
7.817,-2.785
7.743,-2.649
7.67,-2.513
7.595,-2.378
7.521,-2.242
8.325,-3.046
8.251,-2.91
8.177,-2.774
8.103,-2.638
8.03,-2.502
7.955,-2.366
7.881,-2.23
6.409,-4.078
